_RAJ2000,_DEJ2000,HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs
deg,deg, , , ,mag,deg,deg,mas,mas/yr,mas/yr,mas,mag, ,deg,deg
--------------,--------------,------,-----------,-----------,-----,------------,------------,-------,--------,--------,------,------,-,------------,------------
132.5972925,-35.93045342,43396,08 50 23.36,-35 55 49.7,6.9,132.59732,-35.93046744,2.15,-9.15,5.77,0.79,-0.108, ,132.5972925,-35.93045342
132.6030167,-4.19758564,43397,08 50 24.68,-04 11 50.1,6.92,132.6028397,-4.1972633,5.44,72.6,-132.62,0.86,0.924, ,132.6030167,-4.19758564
132.633014,-27.70984441,43409,08 50 32.01,-27 42 36.2,4.02,132.6333805,-27.71005869,15.63,-133.49,88.16,0.58,1.272, ,132.633014,-27.70984441
132.6342643,33.2850525,43410,08 50 32.27,+33 17 06.9,6.22,132.6344452,33.28525915,34.86,-62.22,-85.02,0.86,0.549, ,132.6342643,33.2850525
132.6394229,-46.52918681,43413,08 50 33.46,-46 31 45.1,5.09,132.6394326,-46.52919614,1.21,-2.76,3.84,0.52,-0.205,P,132.6394229,-46.52918681
132.6450743,-66.79298096,43414,08 50 34.68,-66 47 35.6,5.34,132.6445031,-66.79322494,19.04,92.61,100.38,0.48,0.423, ,132.6450743,-66.79298096
132.6683695,18.00343035,43421,08 50 40.42,+18 00 12.2,6.7,132.6684003,18.00339221,4.96,-12.04,15.69,1.36,0.881, ,132.6683696,18.00343035
132.6843843,35.07097069,43426,08 50 44.38,+35 04 14.5,6.86,132.6849013,35.07069302,17.24,-174.08,114.24,1.83,0.592, ,132.6843843,35.07097069
132.6880143,18.83218269,43427,08 50 45.13,+18 49 56.1,6.41,132.6880447,18.83223974,4.28,-11.83,-23.47,0.88,0.009, ,132.6880143,18.83218269
132.6941926,78.16514269,43431,08 50 46.60,+78 09 54.6,6.93,132.6941666,78.16517276,2.99,2.2,-12.37,0.7,1.506, ,132.6941926,78.16514269
132.7560881,15.35065072,43454,08 51 01.53,+15 21 01.7,6.36,132.7563859,15.35047458,25.02,-118.13,72.47,1.01,0.669, ,132.7560882,15.35065072
132.8658729,-42.50450328,43486,08 51 27.84,-42 30 16.4,6.54,132.865982,-42.50455687,9.2,-33.09,22.05,0.57,0.043, ,132.8658729,-42.50450328
132.8933794,-7.177225639,43496,08 51 34.44,-07 10 38.0,5.55,132.8934989,-7.17721266,6.68,-48.79,-5.34,0.88,0.15, ,132.8933794,-7.17722564
132.9021484,-57.6335775,43499,08 51 36.53,-57 38 01.0,5.59,132.9022178,-57.63361532,4.55,-15.29,15.56,0.43,-0.102, ,132.9021484,-57.6335775
132.9397983,-55.80885426,43513,08 51 45.57,-55 48 31.9,6.69,132.9398681,-55.80886875,2.64,-16.14,5.96,0.47,-0.043, ,132.9397983,-55.80885426
132.95848,-44.15093138,43520,08 51 50.05,-44 09 03.4,6.38,132.9585236,-44.15094757,2.54,-12.87,6.66,0.59,-0.15, ,132.95848,-44.15093138
132.9816411,-40.98658419,43528,08 51 55.60,-40 59 11.8,6.49,132.9816716,-40.98659824,2.93,-9.48,5.78,0.56,-0.106, ,132.9816411,-40.98658419
132.9867959,43.72660287,43531,08 51 56.84,+43 43 35.4,5.15,132.9868426,43.72649196,11.91,-13.91,45.63,0.72,0.971, ,132.9867959,43.72660287
133.0417708,42.00273476,43550,08 52 10.05,+42 00 10.4,5.98,133.0418778,42.00288543,6.8,-32.72,-61.99,0.82,1.251, ,133.0417708,42.00273476
133.0490352,45.31281911,43553,08 52 11.78,+45 18 46.4,5.96,133.0490733,45.3129001,6.06,-11.02,-33.32,0.81,1.233, ,133.0490352,45.31281911
133.0682947,8.062920376,43557,08 52 16.30,+08 03 48.6,6.57,133.0679188,8.06349265,41.42,153.13,-235.45,1.19,0.64, ,133.0682947,8.06292038
133.0850496,-12.80869369,43565,08 52 20.43,-12 48 30.4,6.83,133.0851149,-12.80844106,19.49,-26.19,-103.94,0.82,0.553, ,133.0850496,-12.80869369
133.1007605,5.340310832,43570,08 52 24.18,+05 20 25.2,6.34,133.1007651,5.34032996,5.96,-1.92,-7.87,1.38,0.122, ,133.1007605,5.34031083
133.1029532,-55.34165444,43571,08 52 24.72,-55 20 30.0,6.79,133.1030019,-55.3416776,7.05,-11.4,9.53,0.54,0.014, ,133.1029532,-55.34165444
133.1089015,-32.50932243,43573,08 52 26.14,-32 30 33.5,6.49,133.1089359,-32.50930296,4.04,-11.92,-8.01,0.69,1.451, ,133.1089015,-32.50932243
133.1191193,28.25915899,43575,08 52 28.60,+28 15 33.0,6.25,133.1191691,28.25917608,3.68,-18.03,-7.03,1.18,1.552,P,133.1191193,28.25915899
133.1281752,-13.23294205,43580,08 52 30.74,-13 13 58.6,6.12,133.1281026,-13.23294424,9.65,29.11,0.9,0.88,1.142, ,133.1281752,-13.23294205
133.1442569,32.47415705,43584,08 52 34.62,+32 28 26.8,5.67,133.1442678,32.47412331,16.01,-3.78,13.88,0.91,0.224, ,133.1442569,32.47415705
133.1492132,28.3308187,43587,08 52 36.13,+28 19 53.0,5.96,133.1505538,28.33138843,79.8,-485.48,-234.4,0.84,0.869, ,133.1492132,28.3308187
133.1608553,-48.35909718,43589,08 52 38.62,-48 21 32.8,5.92,133.1609045,-48.35909798,3,-13.44,0.33,0.52,-0.148, ,133.1608553,-48.35909718
133.1612316,-36.54534212,43590,08 52 38.70,-36 32 43.2,6.41,133.1612556,-36.54533685,3.07,-7.92,-2.17,0.58,0.549, ,133.1612316,-36.54534212
133.1700518,-52.12890581,43593,08 52 40.83,-52 07 44.2,6.39,133.1701172,-52.12894176,7.19,-16.52,14.79,0.7,0.003, ,133.1700518,-52.12890581
133.1989817,-47.39431782,43602,08 52 47.75,-47 23 39.5,6.81,133.1989754,-47.39429993,3.52,1.76,-7.36,0.56,-0.034, ,133.1989818,-47.39431782
133.2000761,-38.72408636,43603,08 52 48.02,-38 43 26.9,5.79,133.2000856,-38.72413106,3.72,-3.06,18.39,0.56,1.508, ,133.2000761,-38.72408636
133.2657427,-56.64948512,43620,08 53 03.80,-56 38 58.5,6.02,133.2658438,-56.64957371,11.01,-22.86,36.45,0.45,-0.023, ,133.2657427,-56.64948512
133.2721436,-16.95247145,43623,08 53 05.35,-16 57 08.5,6.43,133.2722772,-16.95234812,7.81,-52.57,-50.74,0.88,1.082, ,133.2721436,-16.95247145
133.2747789,59.05613995,43624,08 53 05.93,+59 03 22.1,6.35,133.2747057,59.05614282,16.19,15.5,-1.18,0.73,0.414, ,133.2747789,59.05613995
133.2754031,52.39022952,43625,08 53 06.13,+52 23 24.5,6.92,133.275539,52.39014622,28.08,-34.11,34.27,0.85,0.498, ,133.2754031,52.39022952
133.299921,17.36853288,43635,08 53 12.01,+17 22 07.1,6.87,133.3000515,17.3686388,11.05,-51.23,-43.58,0.94,0.404, ,133.299921,17.36853288
133.3439896,61.96226784,43644,08 53 22.57,+61 57 44.0,5.72,133.3440412,61.96221364,11.45,-9.98,22.3,0.66,0.305, ,133.3439896,61.96226784
133.3723245,-11.3918644,43651,08 53 29.36,-11 23 30.9,6.98,133.3723284,-11.39191075,2.46,-1.57,19.07,0.9,1.528, ,133.3723245,-11.3918644
133.4527378,-60.35390883,43669,08 53 48.67,-60 21 14.2,5.78,133.4527872,-60.35393124,2.37,-10.05,9.22,0.45,-0.088, ,133.4527378,-60.35390883
133.460815,-47.52077781,43671,08 53 50.60,-47 31 14.6,5.31,133.4608365,-47.52071984,12.49,-5.97,-23.85,0.52,0.275, ,133.460815,-47.52077781
133.4614961,-40.44754236,43673,08 53 50.76,-40 26 51.2,6.42,133.4615165,-40.44755087,2.48,-6.38,3.5,0.61,0.96, ,133.4614961,-40.44754236
133.4805639,19.96713251,43683,08 53 55.35,+19 58 01.7,6.68,133.4806177,19.96714756,5.02,-20.81,-6.19,1.05,0.701, ,133.4805639,19.96713251
133.4820047,35.53829403,43685,08 53 55.70,+35 32 18.0,6.14,133.4820829,35.53833749,3.43,-26.18,-17.88,0.79,0.059, ,133.4820047,35.53829403
133.5531949,-43.49895527,43717,08 54 12.77,-43 29 56.3,6.97,133.5532139,-43.4989745,1.83,-5.66,7.91,0.67,1.64, ,133.553195,-43.49895527
133.5613796,30.57911508,43721,08 54 14.70,+30 34 45.0,5.4,133.5612696,30.57917723,8.93,38.97,-25.57,1.16,1.05, ,133.5613796,30.57911508
133.5747814,-5.434459473,43726,08 54 18.19,-05 26 04.3,6.01,133.5757901,-5.43453346,58.5,-413.14,30.44,0.88,0.661, ,133.5747814,-5.43445947
133.6593556,-11.37744323,43746,08 54 38.25,-11 22 38.9,6.59,133.6593798,-11.37745981,0.73,-9.75,6.82,0.84,1.657, ,133.6593556,-11.37744323
133.7251186,-58.23965804,43763,08 54 54.05,-58 14 22.9,6.36,133.725212,-58.23969727,3.75,-20.24,16.14,0.48,-0.086, ,133.7251186,-58.23965804
133.7332809,26.19829049,43766,08 54 55.95,+26 11 57.8,6.73,133.7331156,26.19938553,21.7,61.02,-450.53,1.32,0.665, ,133.7332809,26.19829049
133.7432595,-3.555583195,43774,08 54 58.38,-03 33 20.2,6.98,133.74327,-3.55562398,8.28,-4.33,16.78,0.85,0.2, ,133.7432595,-3.5555832
133.7617838,-60.64460928,43783,08 55 02.86,-60 38 41.0,3.84,133.7619236,-60.64471195,10.45,-28.18,42.24,0.47,-0.104, ,133.7617838,-60.64460928
133.7990908,-54.96576824,43797,08 55 11.76,-54 57 56.0,5.7,133.7989883,-54.96554657,41.41,24.23,-91.2,0.44,0.481, ,133.7990909,-54.96576824
133.801792,-18.24118931,43798,08 55 12.42,-18 14 28.3,5.75,133.8017463,-18.24120659,7.67,17.87,7.11,0.7,1.327, ,133.801792,-18.24118931
133.8212181,-11.3716926,43805,08 55 17.10,-11 22 17.9,6.86,133.8212648,-11.37163694,6.49,-18.83,-22.9,0.81,0.168, ,133.8212181,-11.3716926
133.8300095,-45.04167016,43807,08 55 19.21,-45 02 30.1,6.26,133.8300547,-45.04169055,3.49,-13.12,8.39,0.61,-0.152,P,133.8300095,-45.04167016
133.8453368,17.23127585,43811,08 55 22.88,+17 13 52.5,6.28,133.8453449,17.2312602,0.9,-3.18,6.44,1.01,2.975,P,133.8453368,17.23127585
133.8484431,5.945563308,43813,08 55 23.68,+05 56 43.9,3.11,133.8486869,5.9455277,21.64,-99.76,14.65,0.99,0.978, ,133.8484431,5.94556331
133.8587703,5.565905823,43816,08 55 26.12,+05 33 57.3,6.68,133.8588216,5.56591992,4.56,-21.02,-5.8,1.02,1.275, ,133.8587703,5.56590582
133.8733709,-7.971153191,43822,08 55 29.60,-07 58 15.9,6.07,133.873352,-7.97108917,10.24,7.71,-26.34,1.45,0.22, ,133.8733709,-7.97115319
133.8815427,-27.68187118,43825,08 55 31.52,-27 40 53.9,4.87,133.8813149,-27.68162589,14.4,83,-100.92,0.66,0.142, ,133.8815427,-27.68187118
133.9153288,27.92748154,43834,08 55 39.69,+27 55 39.2,5.23,133.91537,27.92756265,5.68,-14.98,-33.37,0.84,1, ,133.9153288,27.92748154
133.9193485,-2.790775413,43837,08 55 40.64,-02 47 27.0,6.93,133.9193419,-2.79083501,4.63,2.71,24.52,0.95,1.104, ,133.9193485,-2.79077541
133.9770329,-15.43953635,43850,08 55 54.49,-15 26 22.0,6.47,133.9770217,-15.43943077,4.01,4.46,-43.44,0.97,1.393, ,133.9770329,-15.43953635
133.9814507,11.62602321,43851,08 55 55.56,+11 37 33.8,5.44,133.9814837,11.62605826,5.6,-13.33,-14.42,1.09,1.462, ,133.9814507,11.62602321
133.9829316,-23.81830299,43853,08 55 55.93,-23 49 06.3,6.39,133.9830564,-23.8184137,14.24,-46.96,45.55,0.71,0.157, ,133.9829316,-23.81830299
134.0563274,24.44775689,43871,08 56 13.45,+24 26 52.5,6.74,134.0560414,24.44792674,12.65,107.09,-69.88,0.98,0.403, ,134.0563274,24.44775689
134.0802586,-52.72347522,43878,08 56 19.28,-52 43 24.6,4.68,134.0803251,-52.72351071,8.68,-16.58,14.6,0.53,-0.115, ,134.0802586,-52.72347522
134.082667,-37.12247085,43880,08 56 19.96,-37 07 20.9,6.85,134.0831608,-37.12246922,25.36,-161.99,-0.67,0.77,0.616, ,134.082667,-37.12247085
134.1271488,40.20147407,43894,08 56 30.58,+40 12 05.6,5.9,134.1274093,40.20156718,13.81,-81.85,-38.31,0.73,0.378, ,134.1271488,40.20147407
134.1409145,45.76411488,43898,08 56 33.84,+45 45 50.8,6.84,134.1410017,45.76412023,12.89,-25.03,-2.2,0.85,0.344, ,134.1409145,45.76411488
134.142194,-16.70874809,43899,08 56 34.13,-16 42 31.3,5.95,134.1422165,-16.70868242,4.42,-8.89,-27.02,0.86,1.544, ,134.142194,-16.70874809
134.154326,4.236581101,43902,08 56 37.04,+04 14 11.7,6.13,134.1543235,4.2365855,3.21,1.05,-1.81,1.06,1.001, ,134.154326,4.2365811
134.1560082,64.60383153,43903,08 56 37.49,+64 36 14.5,5.57,134.1561948,64.60403054,10.59,-32.93,-81.88,0.64,0.877, ,134.1560082,64.60383153
134.1707765,-85.6631523,43908,08 56 41.88,-85 39 47.6,5.43,134.1745136,-85.66323432,20.73,-116.27,33.74,0.47,0.306, ,134.1707765,-85.6631523
134.2070352,-17.4333962,43920,08 56 49.72,-17 26 00.2,6.56,134.2071542,-17.43339054,14.86,-46.73,-2.33,1.46,0.413, ,134.2070352,-17.4333962
134.2081372,45.631646,43923,08 56 50.06,+45 37 54.3,5.72,134.2085718,45.63175477,14.21,-125.02,-44.75,0.78,1.125, ,134.2081372,45.631646
134.2328479,-73.92191689,43930,08 56 55.90,-73 55 19.1,6.99,134.2329077,-73.92196735,3.54,-6.81,20.76,0.6,1.351, ,134.2328479,-73.92191689
134.2358218,32.91042991,43932,08 56 56.63,+32 54 38.1,5.44,134.2359764,32.91058931,16.73,-53.39,-65.58,0.92,0.181, ,134.2358219,32.91042991
134.2372715,56.88893607,43933,08 56 56.92,+56 53 20.2,6.97,134.2371806,56.88894018,2.54,20.42,-1.69,0.84,1.476, ,134.2372715,56.88893607
134.2434061,-59.22933781,43937,08 56 58.43,-59 13 45.7,4.93,134.2434461,-59.22935883,5.25,-8.43,8.65,0.46,-0.182, ,134.2434061,-59.22933781
134.2811848,44.40930179,43954,08 57 07.45,+44 24 33.4,6.93,134.2810324,44.40927697,7.14,44.78,10.21,0.86,0.917, ,134.2811848,44.40930179
134.2844976,17.14375096,43957,08 57 08.30,+17 08 37.8,6.17,134.2846028,17.14383105,8.5,-41.37,-32.95,0.91,1.001, ,134.2844976,17.14375096
134.3068268,2.524879205,43966,08 57 13.66,+02 31 29.6,6.95,134.3069289,2.52490108,8.61,-41.97,-9,1.03,0.364, ,134.3068268,2.5248792
134.3122916,15.32276214,43970,08 57 14.91,+15 19 21.8,5.22,134.3121373,15.32271727,20.39,61.23,18.46,0.85,0.149, ,134.3122916,15.32276214
134.3278105,32.44513601,43976,08 57 18.73,+32 26 42.6,6.99,134.3280213,32.44517723,12.14,-73.18,-16.96,0.94,0.302, ,134.3278105,32.44513601
134.3547172,58.21881014,43984,08 57 25.19,+58 13 07.6,6.89,134.3549696,58.21878963,5.32,-54.7,8.44,0.78,0.168, ,134.3547172,58.21881014
134.3966665,15.58128073,44001,08 57 35.16,+15 34 52.4,5.68,134.3965127,15.58123453,20.3,60.93,19.01,0.82,0.209, ,134.3966665,15.58128073
134.4250991,9.387763614,44010,08 57 42.03,+09 23 16.0,6.19,134.4251217,9.38777759,3.41,-9.16,-5.75,0.96,0.984, ,134.4250991,9.38776361
134.4814937,-48.57291016,44024,08 57 55.57,-48 34 22.6,5.88,134.481554,-48.57293357,3.04,-16.42,9.63,0.51,1.06, ,134.4814937,-48.57291016
134.4937468,-4.859302917,44030,08 57 58.51,-04 51 33.2,6.68,134.4937828,-4.85922074,18.94,-14.79,-33.81,1.22,0.386, ,134.4937468,-4.85930292
134.4944394,30.23382564,44031,08 57 58.63,+30 14 01.5,6.25,134.4943092,30.23375878,19.92,46.26,27.51,0.91,0.474, ,134.4944394,30.23382564
134.534184,1.541586534,44042,08 58 08.22,+01 32 29.8,6.59,134.5342677,1.5416061,9.42,-34.44,-8.05,0.96,0.064, ,134.534184,1.54158653
134.5762066,18.30827653,44056,08 58 18.31,+18 18 30.0,6.56,134.5762753,18.30832589,7.51,-26.82,-20.31,0.9,0.021, ,134.5762066,18.30827653
134.6141147,35.80264321,44064,08 58 27.39,+35 48 09.6,6.65,134.6141144,35.80265692,4.11,0.09,-5.64,0.84,0.012, ,134.6141147,35.80264321
134.621757,11.85770096,44066,08 58 29.20,+11 51 28.0,4.26,134.6216541,11.85777198,18.79,41.45,-29.22,0.99,0.141, ,134.621757,11.85770096
134.6830548,-16.13272704,44075,08 58 43.78,-16 07 59.7,5.8,134.6824366,-16.13324587,46.9,244.35,213.46,0.97,0.521, ,134.6830548,-16.13272704
134.6918501,-64.53050494,44081,08 58 46.04,-64 31 49.8,6.9,134.6918433,-64.53051138,2.8,1.2,2.65,0.53,1.073, ,134.6918501,-64.53050494
134.6931126,-16.74857605,44083,08 58 46.35,-16 44 54.8,6.98,134.6931206,-16.74856669,2.56,-3.12,-3.85,0.99,1.358, ,134.6931126,-16.74857605
134.7181404,-47.2346878,44093,08 58 52.43,-47 14 05.4,5.17,134.7184425,-47.23482313,14.77,-84.4,55.68,0.59,0.268,P,134.7181404,-47.2346878
134.7306764,-15.98490273,44096,08 58 55.38,-15 59 05.6,6.74,134.7307344,-15.9849003,4.3,-22.94,-1,0.99,1.543, ,134.7306764,-15.98490273
134.7324969,-68.13925081,44099,08 58 55.81,-68 08 21.4,6.93,134.7325245,-68.13927597,2.46,-4.23,10.35,0.54,-0.06, ,134.7324969,-68.13925081
134.7947065,18.13486656,44126,08 59 10.76,+18 08 06.1,6.3,134.7948339,18.13503174,4.68,-49.82,-67.96,0.95,1.511,P,134.7947065,18.13486656
134.8018912,48.04182647,44127,08 59 12.84,+48 02 32.5,3.12,134.8034948,48.04234956,68.32,-441.12,-215.21,0.79,0.223, ,134.8018912,48.04182647
134.815923,-28.80601756,44130,08 59 15.85,-28 48 21.9,6.24,134.8160445,-28.80607879,6.91,-43.82,25.19,0.68,0.997, ,134.815923,-28.80601756
134.8359125,-63.46681216,44135,08 59 20.67,-63 28 00.7,6.93,134.836112,-63.46685151,7.58,-36.68,16.19,0.77,0.001,D,134.8359125,-63.46681216
134.8513184,45.73843278,44142,08 59 24.33,+45 44 18.7,6.64,134.8513611,45.73852162,4.7,-12.27,-36.55,0.87,0.011, ,134.8513184,45.73843278
134.8507614,-59.08371209,44143,08 59 24.38,-59 05 03.8,5.17,134.8515874,-59.08439697,38.2,-174.6,281.78,0.47,0.417, ,134.8507614,-59.08371209
134.8620084,13.0743907,44148,08 59 26.89,+13 04 27.9,6.49,134.8620529,13.07440776,2.52,-17.85,-7.02,0.84,1.462, ,134.8620084,13.0743907
134.886058,32.41855927,44154,08 59 32.68,+32 25 07.1,5.23,134.8861857,32.41864339,10.19,-44.33,-34.61,0.75,0.913, ,134.886058,32.41855927
134.9163114,-19.20803628,44162,08 59 39.94,-19 12 28.1,6.19,134.9164142,-19.20779957,25.28,-39.91,-97.39,0.8,0.461, ,134.9163115,-19.20803628
134.9280082,-27.8163035,44164,08 59 42.75,-27 48 58.3,6.88,134.9281291,-27.81619461,17.91,-43.99,-44.8,0.74,0.695, ,134.9280082,-27.8163035
134.9734626,-22.69151747,44175,08 59 53.69,-22 41 29.8,6.96,134.9736966,-22.69159906,13.2,-88.82,33.57,0.74,0.43, ,134.9734626,-22.69151747
134.9914095,26.43451365,44180,08 59 57.96,+26 26 04.1,6.86,134.9915001,26.43446538,9.78,-33.4,19.86,0.99,0.264, ,134.9914095,26.43451365
135.00451,-49.55796755,44181,09 00 01.09,-49 33 28.7,6.88,135.0045572,-49.55798568,1.03,-12.6,7.46,0.71,1.32, ,135.00451,-49.55796755
135.0225358,-41.25360521,44191,09 00 05.44,-41 15 13.5,4.45,135.0226672,-41.25373789,16.19,-40.67,54.59,0.53,0.646, ,135.0225358,-41.25360521
135.0247907,-74.39990592,44192,09 00 06.02,-74 23 59.8,6.85,135.02507,-74.39994697,5.11,-30.9,16.89,0.51,-0.064, ,135.0247907,-74.39990592
135.0927315,-43.17399105,44213,09 00 22.26,-43 10 26.4,6.04,135.0927611,-43.17399229,3.26,-8.89,0.51,0.55,-0.154, ,135.0927315,-43.17399105
135.1283341,37.60435292,44231,09 00 30.81,+37 36 15.7,6.21,135.1283746,37.60435051,3.87,-13.19,0.99,0.89,1.572, ,135.1283341,37.60435292
135.158293,-51.5555731,44245,09 00 38.00,-51 33 20.1,6.7,135.1583355,-51.55558474,1.77,-10.87,4.79,0.52,-0.148, ,135.1582931,-51.5555731
135.1598781,41.782911,44248,09 00 38.75,+41 47 00.4,3.96,135.1614677,41.78344401,60.86,-487.67,-219.29,1.3,0.463, ,135.1598781,41.782911
135.1905905,-60.96382829,44256,09 00 45.75,-60 57 49.8,5.8,135.1906126,-60.96384715,2.59,-4.42,7.76,0.49,1.211, ,135.1905905,-60.96382829
135.2222628,-24.15364171,44268,09 00 53.35,-24 09 13.2,6.94,135.222312,-24.15366971,3.47,-18.46,11.52,0.8,0.097, ,135.2222628,-24.15364171
135.2854731,-68.68391596,44283,09 01 08.49,-68 41 02.1,5.89,135.2853648,-68.68391841,4.28,16.2,1.01,0.5,1.634, ,135.2854731,-68.68391596
135.2975836,-26.66371656,44290,09 01 11.40,-26 39 48.9,6.2,135.2975114,-26.66358657,8.37,26.55,-53.48,0.67,1.137, ,135.2975836,-26.66371656
135.3369198,-41.86425439,44299,09 01 20.88,-41 51 51.4,5.56,135.336981,-41.86429036,6.92,-18.74,14.8,0.54,-0.135, ,135.3369198,-41.86425439
135.3505394,32.25229649,44307,09 01 24.13,+32 15 08.3,5.89,135.3505385,32.25229474,6.4,0.3,0.72,0.9,0.088, ,135.3505394,32.25229649
135.3804573,-4.456010874,44316,09 01 31.34,-04 27 21.8,6.65,135.3805831,-4.45604427,4.95,-51.58,13.74,1.37,1.406, ,135.3804573,-4.45601087
135.3807779,5.640985652,44315,09 01 31.40,+05 38 27.6,6.08,135.3808495,5.64099518,4.13,-29.3,-3.92,0.9,1.111, ,135.3807779,5.64098565
135.4198354,39.7135183,44331,09 01 40.79,+39 42 49.3,6.39,135.4199662,39.71370429,15.24,-41.39,-76.52,0.82,0.314, ,135.4198354,39.7135183
135.4356634,-52.18868536,44337,09 01 44.57,-52 11 19.4,5.23,135.4357216,-52.18871825,7.46,-14.67,13.53,0.63,-0.12,P,135.4356634,-52.18868536
135.4534963,27.90259352,44342,09 01 48.88,+27 54 10.0,6.07,135.4536728,27.90278284,17.03,-64.19,-77.89,0.88,0.243, ,135.4534963,27.90259352
135.4916176,-0.482673458,44356,09 01 58.02,-00 28 58.2,5.64,135.491731,-0.48284175,5.32,-46.67,69.24,0.85,1.163, ,135.4916176,-0.48267346
135.5266267,-39.40216393,44367,09 02 06.42,-39 24 08.1,6.25,135.5267573,-39.40225721,9.13,-41.54,38.38,0.59,1, ,135.5266267,-39.40216393
135.5285839,-40.55469674,44368,09 02 06.86,-40 33 17.0,6.91,135.5286025,-40.55471679,-0.38,-5.81,8.25,0.78,0.416, ,135.5285839,-40.55469674
135.6116496,-66.39607654,44382,09 02 26.80,-66 23 45.0,4,135.6116618,-66.39584369,26.24,-2.01,-95.8,0.51,0.145, ,135.6116496,-66.39607654
135.6362169,67.62961897,44390,09 02 32.73,+67 37 46.5,4.74,135.6363579,67.62957486,11.35,-22.08,18.15,0.62,1.542, ,135.6362169,67.62961897
135.6786341,82.74486906,44402,09 02 42.83,+82 44 41.3,6.99,135.6784416,82.74481836,9.13,10,20.86,0.56,0.401, ,135.6786341,82.74486906
135.6844391,24.45291523,44405,09 02 44.27,+24 27 10.6,5.45,135.684446,24.45293256,7.14,-2.56,-7.13,0.96,-0.041, ,135.6844391,24.45291523
135.6867393,7.298266806,44406,09 02 44.82,+07 17 53.7,5.85,135.6867621,7.29826333,4.91,-9.32,1.43,0.91,1.1, ,135.6867393,7.29826681
135.7159033,-32.4400558,44415,09 02 51.83,-32 26 24.2,6.94,135.7159634,-32.44004737,6.02,-20.86,-3.47,0.65,-0.018, ,135.7159033,-32.4400558
135.7618423,49.94824207,44421,09 03 02.86,+49 56 53.8,6.87,135.7618975,49.94827209,7.64,-14.61,-12.35,0.85,0.078, ,135.7618423,49.94824207
135.7722204,-53.55037218,44423,09 03 05.35,-53 33 01.4,6.39,135.7722994,-53.55039508,3.78,-19.3,9.42,0.5,-0.074, ,135.7722204,-53.55037218
135.7867636,-25.50420774,44431,09 03 08.83,-25 30 15.1,6.72,135.7867862,-25.50420137,2.66,-8.39,-2.62,0.8,-0.033, ,135.7867637,-25.50420774
135.8108711,6.815979808,44437,09 03 14.61,+06 48 57.4,6.53,135.8108775,6.81594544,10.84,-2.58,14.14,0.9,1.04, ,135.8108711,6.81597981
135.8249297,-70.60667035,44445,09 03 18.06,-70 36 23.9,6.93,135.8252396,-70.60664775,7.88,-42.33,-9.3,0.56,0.305, ,135.8249297,-70.60667035
135.8844666,53.10828423,44464,09 03 32.27,+53 06 29.9,6.87,135.8844587,53.10830868,2.86,1.96,-10.06,0.97,0.999, ,135.8844666,53.10828423
135.9063614,47.15652471,44471,09 03 37.56,+47 09 24.0,3.57,135.9064949,47.15665934,7.71,-37.37,-55.39,0.83,0.007, ,135.9063614,47.15652471
135.9309008,-5.171362659,44476,09 03 43.43,-05 10 16.9,6.83,135.9309529,-5.17137085,5.05,-21.36,3.37,0.87,-0.059, ,135.9309008,-5.17136266
135.9375047,-17.49659984,44478,09 03 45.01,-17 29 47.6,6.58,135.9375259,-17.4965689,4.23,-8.31,-12.73,0.8,1.452, ,135.9375047,-17.49659984
135.9462784,38.7421269,44481,09 03 47.12,+38 44 31.8,6.7,135.9463341,38.74217468,4.66,-17.89,-19.66,1.03,1.356, ,135.9462784,38.7421269
136.0016729,54.28388682,44504,09 04 00.40,+54 17 02.0,5.74,136.0016786,54.28387681,9.69,-1.38,4.12,0.65,0.034, ,136.0016729,54.28388682
136.0240844,-47.44144986,44509,09 04 05.79,-47 26 29.3,6.46,136.0241243,-47.44146376,2.85,-11.1,5.72,0.56,-0.155, ,136.0240844,-47.44144986
136.0386685,-47.09773702,44511,09 04 09.32,-47 05 51.8,3.75,136.0388356,-47.09771376,10.55,-46.82,-9.57,0.53,1.174, ,136.0386685,-47.09773702
136.0411166,27.89830374,44512,09 04 09.87,+27 53 53.9,6.67,136.0411162,27.89830962,5.39,0.15,-2.42,0.98,0.022, ,136.0411166,27.89830374
136.1322417,-56.34361497,44542,09 04 31.71,-56 20 36.4,6.81,136.1321211,-56.34345263,1.05,27.51,-66.79,0.79,0.4,G,136.1322417,-56.34361497
136.1368276,-56.34104094,44545,09 04 32.85,-56 20 27.8,6.89,136.1368741,-56.34106089,1.05,-10.59,8.21,0.79,0.04,G,136.1368276,-56.34104094
136.1998668,-57.85257334,44565,09 04 48.00,-57 51 09.5,6.43,136.1999812,-57.85262854,2.96,-25.03,22.71,0.55,0.288, ,136.1998668,-57.85257334
136.2082868,-46.81597908,44568,09 04 50.02,-46 48 57.8,6.88,136.2084354,-46.81606787,7.08,-41.83,36.53,0.55,0.081, ,136.2082868,-46.81597908
136.2295014,32.3768328,44574,09 04 55.12,+32 22 37.2,6.46,136.229671,32.37698738,12.6,-58.93,-63.6,0.8,0.241, ,136.2295014,32.3768328
